day_of_season,sm_l1,sm_l2l3,vpd
1,0.27272796630859375,0.3165730151437944,18.644193649291992
2,0.27407708764076233,0.3159392062694796,22.150617599487305
3,0.26794496178627014,0.31517551022191204,25.845674514770508
4,0.2619495391845703,0.31436862195691756,27.083696365356445
5,0.25695037841796875,0.31355410525875704,29.124113082885742
6,0.2627696990966797,0.31281287727817414,26.256067276000977
7,0.4224446713924408,0.3137021112826563,7.124387741088867
8,0.46852937340736384,0.3207024787702868,10.429988861083984
9,0.45290884375572205,0.3258774309389053,12.69815444946289
10,0.4511547088623047,0.32833051200835933,18.038358688354492
11,0.4847908020019531,0.34964858620397504,10.152305603027344
12,0.46612104773521423,0.3543093714021867,17.25577163696289
13,0.47736296057701105,0.35485418861912144,12.006017684936523
14,0.460308700799942,0.35594695133547627,18.34402847290039
15,0.4503669738769531,0.35479659899588556,18.146177291870117
16,0.47946420311927795,0.35664146946322534,13.57261848449707
17,0.45267739892005915,0.35737921057208893,18.238922119140625
18,0.45670381188392645,0.35662372362229133,13.824651718139648
19,0.45134544372558594,0.35625576492278804,16.819854736328125
20,0.4515927731990814,0.35584720488517513,16.543088912963867
21,0.4443798065185547,0.3552475081336114,20.87017059326172
22,0.455361694097519,0.3549050284970191,15.29542350769043
23,0.4332904815673828,0.35440260364163306,15.445186614990234
24,0.4118734896183014,0.3529764067742132,20.767301559448242
25,0.4273172914981842,0.353014035571006,17.751630783081055
26,0.4832852780818939,0.37144106145828,8.13888931274414
27,0.4810142517089844,0.3834069957656245,11.85303497314453
28,0.46282830834388733,0.3827739732880746,17.679922103881836
29,0.44408097863197327,0.3810258325069181,20.95310401916504
30,0.436694473028183,0.37915505613050154,15.80161476135254
31,0.4751516878604889,0.38437333703041077,10.867023468017578
32,0.4828878939151764,0.3884085560998609,16.153541564941406
33,0.46495184302330017,0.3878221819477697,17.019994735717773
34,0.46418890357017517,0.38697775429294956,14.087310791015623
35,0.45690727233886713,0.3861132696751625,16.808879852294922
36,0.45021310448646545,0.3849992550188495,13.919275283813477
37,0.4662513732910157,0.38465187145817664,15.572734832763672
38,0.47953796386718756,0.3864613809893208,15.951454162597654
39,0.4698295593261718,0.3880080051960484,19.066455841064453
40,0.47150611877441406,0.38756857379790277,15.415632247924805
41,0.4943796694278717,0.3989299141591595,7.916032791137695
42,0.47505632042884827,0.4048327601725055,12.814094543457031
43,0.470693588256836,0.40918839843042437,13.389888763427734
44,0.47253164649009705,0.40901198983192444,16.667787551879883
45,0.4730777740478516,0.41217815491460985,13.773038864135742
46,0.4923839569091797,0.416892328569966,16.90876007080078
47,0.4762643277645111,0.4177104398127525,17.805023193359375
48,0.4759565889835357,0.4170647898027974,13.784723281860353
49,0.4833946228027343,0.4312644389367873,10.59738540649414
50,0.4594510495662689,0.44589134185544904,12.781147003173828
51,0.4768721163272857,0.45241938579467034,12.457937240600584
52,0.474682480096817,0.46069261335557504,10.408592224121094
53,0.48169007897377014,0.47139797960558244,11.427244186401369
54,0.4730987548828125,0.48007010356072455,19.01542854309082
55,0.46398481726646423,0.49006658984768775,10.832490921020508
56,0.4655799865722656,0.49244456906472484,11.29633903503418
57,0.4745381772518158,0.5012564937914571,9.764562606811523
58,0.47978973388671875,0.5027742049386424,16.476940155029297
59,0.4743277132511139,0.5063978529745533,13.738679885864258
60,0.4848569333553314,0.506734396180799,10.857770919799805
61,0.48688316345214844,0.5068457232367608,7.138929367065429
62,0.46475282311439514,0.49922243529750454,12.187923431396484
