admin2_idx,n_samples,r2_full,r2_no_energy,r2_no_surface,r2_no_root,delta_energy,delta_surface,delta_root,max_delta,dominance_class,koppen_id,koppen_name,total_mismatch_freq,risk_class,avg_production
240,1051,0.2953606492744205,0.2403538972106712,0.3062977329201323,0.1349759325257329,0.0550067520637492,0.0,0.1603847167486876,0.1603847167486876,1,1,Tropical,,,4478.2307692307695
245,1041,-0.2045379471453694,-0.4266667934310626,-0.2248265344332667,-0.0856459783495822,0.2221288462856931,0.0202885872878972,0.0,0.2221288462856931,0,1,Tropical,,,3630.0
246,1051,-0.4299872390624366,-0.4667839227042125,-0.2866581164697064,-0.3042935695333926,0.0367966836417759,0.0,0.0,0.0367966836417759,0,1,Tropical,,,10467.846153846154
248,1051,0.1482874126160165,-0.054011590521579,0.1282662453100909,0.0878607117429433,0.2022990031375955,0.0200211673059256,0.0604267008730732,0.2022990031375955,2,1,Tropical,,,11256.461538461539
249,1043,-0.212877667333097,-0.3080644919886925,-0.2489141950176698,-0.0820463137514748,0.0951868246555955,0.0360365276845728,0.0,0.0951868246555955,0,1,Tropical,,,3827.153846153846
343,1051,0.1461383772998791,-0.0582927110115207,0.1286913346254168,-0.0902681721505287,0.2044310883113999,0.0174470426744622,0.2364065494504078,0.2364065494504078,4,1,Tropical,,,1501.0
358,1051,0.0850755603548966,0.0799909836847613,0.0754607668604346,0.0267067830718944,0.0050845766701352,0.0096147934944619,0.0583687772830021,0.0583687772830021,1,1,Tropical,,,
359,1051,0.2008182415035581,0.082384522884344,0.2166175289628552,0.0762800179773894,0.118433718619214,0.0,0.1245382235261686,0.1245382235261686,4,1,Tropical,,,7264.5
360,1051,0.1471421401864586,0.0029694957367182,0.1526010042594778,-0.1745930671521289,0.1441726444497404,0.0,0.3217352073385876,0.3217352073385876,1,1,Tropical,,,3834.1666666666665
405,1051,0.5247121694179477,0.4152508999416522,0.5209942281570347,0.298611768421719,0.1094612694762955,0.003717941260913,0.2261004009962287,0.2261004009962287,1,1,Tropical,0.03319795161575137,0.0,35415.658026923076
411,1051,0.5366939318915214,0.4308512489776267,0.5076139956397847,0.283401847359361,0.1058426829138946,0.0290799362517366,0.2532920845321603,0.2532920845321603,1,1,Tropical,0.022087568412822518,0.0,72117.23094865296
412,1051,0.5032810034063858,0.4314471634562654,0.4909557555699693,0.2525498998727491,0.0718338399501203,0.0123252478364165,0.2507311035336367,0.2507311035336367,1,1,Tropical,0.012368207623682076,0.0,114470.60596021276
413,1051,0.5746144856841517,0.4557920859650962,0.5617266120014459,0.4168230800005799,0.1188223997190555,0.0128878736827058,0.1577914056835718,0.1577914056835718,1,1,Tropical,0.006257332811888932,0.0,41025.051915565215
414,1051,0.2362258195228659,0.1605609489139052,0.2259377344178509,0.2183736319181987,0.0756648706089606,0.0102880851050149,0.0178521876046672,0.0756648706089606,2,1,Tropical,0.01759874853343762,0.0,173844.93656744185
415,1051,0.4515570263741806,0.328914982598209,0.4431476427936686,0.3647751034116259,0.1226420437759715,0.008409383580512,0.0867819229625547,0.1226420437759715,2,1,Tropical,0.005084082909659757,0.0,30467.487726595744
416,1051,0.651498958238556,0.5216561361824423,0.624396164069098,0.4706124762758898,0.1298428220561136,0.0271027941694579,0.1808864819626661,0.1808864819626661,1,1,Tropical,0.010363707469691045,0.0,53118.3175334091
417,1051,0.5937853145419516,0.4967590520207472,0.5781946519648129,0.3612563483017819,0.0970262625212043,0.0155906625771387,0.2325289662401697,0.2325289662401697,1,1,Tropical,0.02894016425498631,0.0,24634.212220227273
418,1051,0.650666947843299,0.5606554432894286,0.627293234407915,0.4018685665302696,0.0900115045538704,0.023373713435384,0.2487983813130294,0.2487983813130294,1,1,Tropical,0.023464998044583497,0.0,42520.22413777778
419,1051,0.584772763940153,0.4888322606744389,0.5611764055348025,0.3672002095628525,0.095940503265714,0.0235963584053504,0.2175725543773005,0.2175725543773005,1,1,Tropical,0.0689596167008898,1.0,53977.29851205883
420,1051,0.511723611288407,0.4913695996765636,0.5087291862663244,0.3024375370265104,0.0203540116118434,0.0029944250220826,0.2092860742618966,0.2092860742618966,1,1,Tropical,0.017624914442162902,0.0,79771.8403135
421,1051,0.4167810093954003,0.2854210303087269,0.3942100941279672,0.2641553666927904,0.1313599790866734,0.022570915267433,0.1526256427026099,0.1526256427026099,4,1,Tropical,0.006750592957489509,0.0,68652.4799095
422,1051,0.3840714343829298,0.2406510196184346,0.3618240851416593,0.2393314199758889,0.1434204147644951,0.0222473492412704,0.1447400144070408,0.1447400144070408,4,1,Tropical,0.13084937312378597,0.0,5612.535
428,1051,-0.1935005721480764,-0.1875626736764393,-0.2237564958539035,-0.1188403465970799,0.0,0.030255923705827,0.0,0.030255923705827,0,1,Tropical,,,
454,1051,0.16136382689251,0.2181965004202886,0.166333079704652,-0.0317473301606179,0.0,0.0,0.1931111570531279,0.1931111570531279,4,1,Tropical,0.06965761511216056,0.0,14362.222586551723
456,1051,-0.2860415503583478,-0.033874269337274,-0.3675194895099369,-0.3330668923212181,0.0,0.0814779391515891,0.0470253419628703,0.0814779391515891,0,1,Tropical,0.07142857142857142,0.0,14911.610167586206
459,1051,0.1645297581747378,0.1108648936936947,0.1441894584903753,0.0991767955202106,0.053664864481043,0.0203402996843624,0.0653529626545271,0.0653529626545271,1,1,Tropical,0.09268004722550177,1.0,10605.847737586206
463,1051,-0.1398021467624974,-0.131435285947344,-0.1997817609849279,-0.6643675669901268,0.0,0.0599796142224304,0.5245654202276293,0.5245654202276293,0,1,Tropical,0.0755608028335301,0.0,6244.029896413793
465,1051,-0.3734006708266615,-0.4261764959993692,-0.5970565922227267,-0.2087670965003258,0.0527758251727077,0.2236559213960651,0.0,0.2236559213960651,0,1,Tropical,0.0,0.0,4505.053939551724
519,1051,0.3234767601503701,0.3834772201384662,0.2987155757902412,-0.1093551881110208,0.0,0.0247611843601288,0.4328319482613909,0.4328319482613909,1,1,Tropical,0.08606638839196978,1.0,25114.993124976216
612,1051,0.2567339760279402,0.0009898001742985,0.2547449942392068,0.2381489863580197,0.2557441758536417,0.0019889817887334,0.0185849896699205,0.2557441758536417,2,1,Tropical,0.09174800354924578,0.0,268934.80559999996
614,1051,0.1275086493339496,0.041179724327488,0.1277680552797163,0.154529080708124,0.0863289250064616,0.0,0.0,0.0863289250064616,4,1,Tropical,0.027506654835847383,0.0,80016.81
617,1051,0.0459621803348023,0.0382078217904059,0.0404917744964932,0.0783802023903547,0.0077543585443964,0.0054704058383091,0.0,0.0077543585443964,0,1,Tropical,0.010292812777284827,0.0,238267.01559999998
620,1051,0.3737798394309671,-0.0152404164661337,0.3604217430095068,0.3115709190366647,0.3890202558971009,0.0133580964214603,0.0622089203943024,0.3890202558971009,2,1,Tropical,0.042413487133984025,0.0,147584.0072
621,1051,0.3290293047117265,0.0832943289308982,0.3082757324078125,0.3016215069057349,0.2457349757808282,0.020753572303914,0.0274077978059915,0.2457349757808282,2,1,Tropical,0.000354924578527063,0.0,74186.79
628,1051,0.2410470273449663,-0.0096605596030516,0.2371430244080336,0.2551146932390693,0.250707586948018,0.0039040029369327,0.0,0.250707586948018,2,1,Tropical,0.008719851576994434,0.0,150293.2452
644,1051,0.1464735242169547,-0.0035504310452822,0.1476883427139391,0.1905009762146368,0.150023955262237,0.0,0.0,0.150023955262237,4,1,Tropical,0.03744454303460515,0.0,138817.9896
700,1051,0.2873746422761737,0.1995857545227111,0.2809484370096786,0.114931216947608,0.0877888877534626,0.006426205266495,0.1724434253285657,0.1724434253285657,1,1,Tropical,,,1311.0690000000002
701,1051,0.1837446741219934,-0.1345232822866253,0.1537834106361875,-0.0254152022347595,0.3182679564086188,0.0299612634858059,0.209159876356753,0.3182679564086188,2,1,Tropical,,,1626.3041333333333
703,1051,0.1867512534994904,0.1487544703012622,0.2483652982934964,0.0468831453258342,0.0379967831982281,0.0,0.1398681081736561,0.1398681081736561,1,1,Tropical,,,2151.2141333333334
706,1051,-0.1504679489845102,-0.1442030586845881,-0.1075629471828201,0.1173435513624746,0.0,0.0,0.0,0.0,0,1,Tropical,,,2917.1572
903,1051,0.2504441202177917,0.163558779162487,0.2745248276718847,0.1409843295449505,0.0868853410553046,0.0,0.1094597906728411,0.1094597906728411,1,1,Tropical,,,612.745
907,1051,-0.0091968259214212,-0.0658655303758071,0.0566882088200356,-0.1035062241345645,0.0566687044543858,0.0,0.0943093982131433,0.0943093982131433,0,1,Tropical,,,545.0575
927,1051,0.2659549174654219,0.2503584380940655,0.2263087572130543,0.1645096832798169,0.0155964793713563,0.0396461602523675,0.1014452341856049,0.1014452341856049,1,1,Tropical,,,388.0
929,1051,0.2886593097815397,0.29588272229461,0.3089349723464673,0.1863266966983008,0.0,0.0,0.1023326130832389,0.1023326130832389,4,1,Tropical,,,9053.0
931,1051,0.4803960023613722,0.3987120812079339,0.4731953662444382,0.3336950277423239,0.0816839211534383,0.007200636116934,0.1467009746190483,0.1467009746190483,1,1,Tropical,,,1837.5
939,1051,0.4176698416719226,0.397865168551079,0.3994479000573057,0.2458501894054989,0.0198046731208436,0.0182219416146169,0.1718196522664237,0.1718196522664237,1,1,Tropical,,,19030.0
942,1051,0.239427689132656,0.2398024316289799,0.2202806267409224,0.1648641216830598,0.0,0.0191470623917335,0.0745635674495961,0.0745635674495961,1,1,Tropical,,,9441.0
943,1051,0.4442598341650993,0.3891805264358684,0.4242294506601686,0.2533541421753468,0.0550793077292308,0.0200303835049306,0.1909056919897525,0.1909056919897525,1,1,Tropical,,,676.5
949,1051,0.5608192502609357,0.4889687323325142,0.5458197920475782,0.3687673617250464,0.0718505179284214,0.0149994582133574,0.1920518885358892,0.1920518885358892,1,1,Tropical,,,9414.5
950,1051,0.5508212521229532,0.4271919917936337,0.5410778030249603,0.4259078165459499,0.1236292603293194,0.0097434490979928,0.1249134355770033,0.1249134355770033,4,1,Tropical,,,9248.5
951,1051,0.4882513676162215,0.4229718941679716,0.4689579022971329,0.3018083034630906,0.0652794734482499,0.0192934653190886,0.1864430641531309,0.1864430641531309,1,1,Tropical,,,1900.5
956,1051,0.4471116812714588,0.4340203801224341,0.4292907743478498,0.2630794280420643,0.0130913011490246,0.017820906923609,0.1840322532293945,0.1840322532293945,1,1,Tropical,,,21322.5
958,1051,0.5658415818981382,0.4691319296592309,0.5437409669974165,0.409894099791005,0.0967096522389072,0.0221006149007216,0.1559474821071331,0.1559474821071331,1,1,Tropical,,,37836.5
959,1051,0.5863255290449101,0.4646870344657173,0.5637105736359234,0.4483626430372727,0.1216384945791927,0.0226149554089867,0.1379628860076374,0.1379628860076374,4,1,Tropical,,,31801.5
960,1051,0.5956666338433441,0.5225896626649644,0.5859988021220511,0.4187133883159295,0.0730769711783796,0.0096678317212929,0.1769532455274145,0.1769532455274145,1,1,Tropical,,,151630.5
961,1051,0.5979796166077462,0.4865243749599555,0.5740200284165724,0.394980650595005,0.1114552416477907,0.0239595881911738,0.2029989660127412,0.2029989660127412,1,1,Tropical,,,40984.5
994,1051,0.2278024373910468,0.1780754254528938,0.2308919771509239,0.0839065264802495,0.0497270119381531,0.0,0.1438959109107973,0.1438959109107973,1,1,Tropical,,,10865.0
1,1051,0.4557529474689513,0.4488548834510132,0.4722027377800025,0.350622731230737,0.0068980640179381,0.0,0.1051302162382142,0.1051302162382142,1,2,Savanna,0.0972877358490566,1.0,78397.28571428571
4,1051,0.2936030139220591,0.339502155963404,0.2941076961027873,0.1133832966362535,0.0,0.0,0.1802197172858055,0.1802197172858055,4,2,Savanna,0.09522405660377359,0.0,4449.666666666667
9,1051,0.4527870100475988,0.4123430697798196,0.4610578816957599,0.3236934956193114,0.0404439402677792,0.0,0.1290935144282874,0.1290935144282874,1,2,Savanna,0.053950471698113206,1.0,137804.7619047619
12,1051,0.0557884517019543,-0.0132480767966012,0.0136399733921824,0.1137072833790511,0.0690365284985555,0.0421484783097718,0.0,0.0690365284985555,2,2,Savanna,0.02034198113207547,0.0,22366.95238095238
14,1051,0.2238000825251053,0.2127898952362604,0.1916720003406777,0.128552371890193,0.0110101872888448,0.0321280821844275,0.0952477106349122,0.0952477106349122,1,2,Savanna,0.0294811320754717,0.0,18912.714285714286
17,1051,0.1707457455759149,0.1326199407841911,0.1423935978046283,0.0805538286870541,0.0381258047917237,0.0283521477712865,0.0901919168888607,0.0901919168888607,1,2,Savanna,0.044968553459119494,0.0,4846.857142857143
18,1051,0.412531488757822,0.5158073503838045,0.4306910774531012,0.2619108126988462,0.0,0.0,0.1506206760589757,0.1506206760589757,4,2,Savanna,0.003537735849056604,0.0,7841.724218666667
20,1047,0.2669126108380113,0.1466794200467032,0.2559653291859515,0.1309269405300515,0.1202331907913081,0.0109472816520598,0.1359856703079598,0.1359856703079598,4,2,Savanna,0.12383177570093458,0.0,42007.31739703704
